fighter1_name,fighter2_name,fighter1_odds,fighter2_odds,fighter1_implied_prob,fighter2_implied_prob,opening_odds_f1,opening_odds_f2,line_movement_f1,line_movement_f2,odds_spread,event_name,source,f1_is_favorite,is_competitive_matchup,has_heavy_favorite,big_line_movement
Chris Wade,Christos Giagos,-286,223,0.7409326424870466,0.30959752321981426,-315,252,29,-29,0.43133511926723234,UFC Fight Night: Boetsch vs Henderson ,Synthetic,1,0,1,0
Joe Proctor,Justin Edwards,-364,276,0.7844827586206896,0.26595744680851063,-380,292,16,-16,0.518525311812179,UFC Fight Night: Boetsch vs Henderson ,Synthetic,1,0,1,0
Ricardo Abreu,Jake Collier,183,-230,0.35335689045936397,0.696969696969697,156,-203,27,-27,0.34361280651033305,UFC Fight Night: Boetsch vs Henderson ,Synthetic,0,0,0,0
Jose Quinonez,Leonardo Morales,213,-272,0.3194888178913738,0.7311827956989247,216,-275,-3,3,0.41169397780755096,UFC Fight Night: Boetsch vs Henderson ,Synthetic,0,0,1,0
Carlos Condit,Thiago Alves,-368,279,0.7863247863247863,0.2638522427440633,-352,263,-16,16,0.5224725435807229,UFC Fight Night: Condit vs Alves ,Synthetic,1,0,1,0
Nik Lentz,Charles Oliveira,-265,208,0.726027397260274,0.3246753246753247,-237,180,-28,28,0.4013520725849493,UFC Fight Night: Condit vs Alves ,Synthetic,1,0,1,0
KJ Noons,Alex Oliveira,109,-134,0.4784688995215311,0.5726495726495726,103,-128,6,-6,0.09418067312804151,UFC Fight Night: Condit vs Alves ,Synthetic,0,1,0,0
Francimar Barroso,Ryan Jimmo,204,-259,0.32894736842105265,0.7214484679665738,205,-260,-1,1,0.39250109954552115,UFC Fight Night: Condit vs Alves ,Synthetic,0,0,1,0
Francisco Trinaldo,Norman Parke,-176,142,0.6376811594202898,0.4132231404958678,-187,153,11,-11,0.22445801892442202,UFC Fight Night: Condit vs Alves ,Synthetic,1,0,0,0
Wendell Oliveira Marques,Darren Till,253,-330,0.28328611898017,0.7674418604651163,223,-300,30,-30,0.48415574148494633,UFC Fight Night: Condit vs Alves ,Synthetic,0,0,1,0
Rony Jason,Damon Jackson,140,-173,0.4166666666666667,0.6336996336996337,130,-163,10,-10,0.21703296703296698,UFC Fight Night: Condit vs Alves ,Synthetic,0,0,0,0
Jussier Formiga,Wilson Reis,272,-358,0.26881720430107525,0.7816593886462883,276,-362,-4,4,0.512842184345213,UFC Fight Night: Condit vs Alves ,Synthetic,0,0,1,0
Elizeu Zaleski dos Santos,Nicolas Dalby,201,-255,0.33222591362126247,0.7183098591549296,224,-278,-23,23,0.38608394553366715,UFC Fight Night: Condit vs Alves ,Synthetic,0,0,1,0
Lucas Martins,Mirsad Bektic,133,-165,0.4291845493562232,0.6226415094339622,127,-159,6,-6,0.19345696007773905,UFC Fight Night: Condit vs Alves ,Synthetic,0,0,0,0
Juliana Lima,Ericka Almeida,-174,140,0.635036496350365,0.4166666666666667,-152,118,-22,22,0.21836982968369828,UFC Fight Night: Condit vs Alves ,Synthetic,1,0,0,0
Luiz Dutra,Tom Breese,-390,293,0.7959183673469388,0.2544529262086514,-420,323,30,-30,0.5414654411382873,UFC Fight Night: Condit vs Alves ,Synthetic,1,0,1,0
Anthony Johnson,Daniel Cormier,247,-321,0.2881844380403458,0.7624703087885986,253,-327,-6,6,0.47428587074825274,UFC 187: Johnson vs Cormier ,Synthetic,0,0,1,0
Chris Weidman,Vitor Belfort,-362,275,0.7835497835497836,0.26666666666666666,-370,283,8,-8,0.5168831168831169,UFC 187: Johnson vs Cormier ,Synthetic,1,0,1,0
Donald Cerrone,John Makdessi,169,-211,0.37174721189591076,0.6784565916398714,186,-228,-17,17,0.3067093797439606,UFC 187: Johnson vs Cormier ,Synthetic,0,0,0,0
Travis Browne,Andrei Arlovski,152,-189,0.3968253968253968,0.6539792387543253,153,-190,-1,1,0.2571538419289285,UFC 187: Johnson vs Cormier ,Synthetic,0,0,0,0
Joseph Benavidez,John Moraga,-237,188,0.7032640949554896,0.3472222222222222,-247,198,10,-10,0.3560418727332674,UFC 187: Johnson vs Cormier ,Synthetic,1,0,1,0
John Dodson,Zach Makovsky,-151,123,0.601593625498008,0.4484304932735426,-141,113,-10,10,0.15316313222446537,UFC 187: Johnson vs Cormier ,Synthetic,1,0,0,0
Dong Hyun Kim,Joshua Burkman,114,-140,0.4672897196261682,0.5833333333333334,87,-113,27,-27,0.11604361370716515,UFC 187: Johnson vs Cormier ,Synthetic,0,0,0,0
Uriah Hall,Rafael Natal,-286,223,0.7409326424870466,0.30959752321981426,-276,213,-10,10,0.43133511926723234,UFC 187: Johnson vs Cormier ,Synthetic,1,0,1,0
Mike Pyle,Colby Covington,-339,259,0.7722095671981777,0.2785515320334262,-326,246,-13,13,0.4936580351647515,UFC 187: Johnson vs Cormier ,Synthetic,1,0,1,0
Islam Makhachev,Leo Kuntz,-137,111,0.5780590717299579,0.47393364928909953,-144,118,7,-7,0.10412542244085832,UFC 187: Johnson vs Cormier ,Synthetic,1,0,0,0
Justin Scoggins,Josh Sampo,-275,215,0.7333333333333333,0.31746031746031744,-298,238,23,-23,0.41587301587301584,UFC 187: Johnson vs Cormier ,Synthetic,1,0,1,0
Frankie Edgar,Urijah Faber,-397,298,0.7987927565392354,0.25125628140703515,-423,324,26,-26,0.5475364751322003,UFC Fight Night: Edgar vs Faber ,Synthetic,1,0,1,0
Gegard Mousasi,Constantinos Philippou,-309,239,0.7555012224938875,0.2949852507374631,-316,246,7,-7,0.4605159717564244,UFC Fight Night: Edgar vs Faber ,Synthetic,1,0,1,0
Mark Munoz,Luke Barnatt,-184,148,0.647887323943662,0.4032258064516129,-170,134,-14,14,0.24466151749204912,UFC Fight Night: Edgar vs Faber ,Synthetic,1,0,0,0
Hyun Gyu Lim,Neil Magny,172,-216,0.36764705882352944,0.6835443037974683,142,-186,30,-30,0.3158972449739389,UFC Fight Night: Edgar vs Faber ,Synthetic,0,0,0,0
Phillipe Nover,Yui Chul Nam,283,-374,0.26109660574412535,0.7890295358649789,273,-364,10,-10,0.5279329301208535,UFC Fight Night: Edgar vs Faber ,Synthetic,0,0,1,0
Mark Eddiva,Levan Makashvili,-185,149,0.6491228070175439,0.40160642570281124,-192,156,7,-7,0.24751638131473264,UFC Fight Night: Edgar vs Faber ,Synthetic,1,0,0,0
Tae Hyun Bang,Jon Tuck,289,-384,0.2570694087403599,0.7933884297520661,312,-407,-23,23,0.5363190210117063,UFC Fight Night: Edgar vs Faber ,Synthetic,0,0,1,0
Zhang Lipeng,Kajan Johnson,-141,115,0.5850622406639004,0.46511627906976744,-120,94,-21,21,0.11994596159413301,UFC Fight Night: Edgar vs Faber ,Synthetic,1,0,0,0
Li Jingliang,Dhiego Lima,-313,242,0.7578692493946732,0.29239766081871343,-327,256,14,-14,0.4654715885759597,UFC Fight Night: Edgar vs Faber ,Synthetic,1,0,1,0
Guangyou Ning,Royston Wee,-288,224,0.7422680412371134,0.30864197530864196,-282,218,-6,6,0.43362606592847147,UFC Fight Night: Edgar vs Faber ,Synthetic,1,0,1,0
Roldan Sangcha'an,Jon Delos Reyes,-274,215,0.732620320855615,0.31746031746031744,-276,217,2,-2,0.41516000339529757,UFC Fight Night: Edgar vs Faber ,Synthetic,1,0,1,0
Nolan Ticman,Yao Zhikui,-134,109,0.5726495726495726,0.4784688995215311,-142,117,8,-8,0.09418067312804151,UFC Fight Night: Edgar vs Faber ,Synthetic,1,1,0,0
Stipe Miocic,Mark Hunt,-200,160,0.6666666666666666,0.38461538461538464,-172,132,-28,28,0.282051282051282,UFC Fight Night: Miocic vs Hunt ,Synthetic,1,0,0,0
Brad Tavares,Robert Whittaker,-145,118,0.5918367346938775,0.45871559633027525,-137,110,-8,8,0.1331211383636023,UFC Fight Night: Miocic vs Hunt ,Synthetic,1,0,0,0
Anthony Perosh,Sean O'Connell,249,-323,0.28653295128939826,0.7635933806146572,225,-299,24,-24,0.47706042932525894,UFC Fight Night: Miocic vs Hunt ,Synthetic,0,0,1,0
Jake Matthews,James Vick,130,-161,0.43478260869565216,0.6168582375478927,101,-132,29,-29,0.18207562885224055,UFC Fight Night: Miocic vs Hunt ,Synthetic,0,0,0,0
Hatsu Hioki,Dan Hooker,205,-261,0.32786885245901637,0.7229916897506925,190,-246,15,-15,0.39512283729167613,UFC Fight Night: Miocic vs Hunt ,Synthetic,0,0,1,0
Kyle Noke,Jonavin Webb,-213,170,0.6805111821086262,0.37037037037037035,-200,157,-13,13,0.3101408117382558,UFC Fight Night: Miocic vs Hunt ,Synthetic,1,0,0,0
Daniel Kelly,Sam Alvey,-177,143,0.6389891696750902,0.411522633744856,-158,124,-19,19,0.22746653593023425,UFC Fight Night: Miocic vs Hunt ,Synthetic,1,0,0,0
Bec Rawlings,Lisa Ellis,-134,109,0.5726495726495726,0.4784688995215311,-115,90,-19,19,0.09418067312804151,UFC Fight Night: Miocic vs Hunt ,Synthetic,1,1,0,0
Dylan Andrews,Brad Scott,-316,244,0.7596153846153846,0.29069767441860467,-292,220,-24,24,0.4689177101967799,UFC Fight Night: Miocic vs Hunt ,Synthetic,1,0,1,0
Alex Chambers,Kailin Curran,-285,222,0.7402597402597403,0.3105590062111801,-271,208,-14,14,0.4297007340485602,UFC Fight Night: Miocic vs Hunt ,Synthetic,1,0,1,0
Vik Grujic,Brendan O'Reilly,-157,127,0.6108949416342413,0.44052863436123346,-174,144,17,-17,0.17036630727300783,UFC Fight Night: Miocic vs Hunt ,Synthetic,1,0,0,0
Alptekin Ozkilic,Ben Nguyen,231,-297,0.3021148036253776,0.7481108312342569,243,-309,-12,12,0.4459960276088793,UFC Fight Night: Miocic vs Hunt ,Synthetic,0,0,1,0
Demetrious Johnson,Kyoji Horiguchi,-212,169,0.6794871794871795,0.37174721189591076,-216,173,4,-4,0.30773996759126876,UFC 186: Johnson vs Horiguchi ,Synthetic,1,0,0,0
Quinton Jackson,Fabio Maldonado,127,-157,0.44052863436123346,0.6108949416342413,133,-163,-6,6,0.17036630727300783,UFC 186: Johnson vs Horiguchi ,Synthetic,0,0,0,0
Michael Bisping,CB Dollaway,-211,169,0.6784565916398714,0.37174721189591076,-219,177,8,-8,0.3067093797439606,UFC 186: Johnson vs Horiguchi ,Synthetic,1,0,0,0
John Makdessi,Shane Campbell,276,-364,0.26595744680851063,0.7844827586206896,272,-360,4,-4,0.518525311812179,UFC 186: Johnson vs Horiguchi ,Synthetic,0,0,1,0
Yves Jabouin,Thomas Almeida,279,-368,0.2638522427440633,0.7863247863247863,282,-371,-3,3,0.5224725435807229,UFC 186: Johnson vs Horiguchi ,Synthetic,0,0,1,0
Patrick Cote,Joe Riggs,282,-373,0.2617801047120419,0.7885835095137421,308,-399,-26,26,0.5268034048017003,UFC 186: Johnson vs Horiguchi ,Synthetic,0,0,1,0
Alexis Davis,Sarah Kaufman,-302,234,0.7512437810945274,0.2994011976047904,-324,256,22,-22,0.451842583489737,UFC 186: Johnson vs Horiguchi ,Synthetic,1,0,1,0
Chad Laprise,Bryan Barberena,-385,290,0.7938144329896907,0.2564102564102564,-374,279,-11,11,0.5374041765794343,UFC 186: Johnson vs Horiguchi ,Synthetic,1,0,1,0
Olivier Aubin-Mercier,David Michaud,283,-374,0.26109660574412535,0.7890295358649789,279,-370,4,-4,0.5279329301208535,UFC 186: Johnson vs Horiguchi ,Synthetic,0,0,1,0
Nordine Taleb,Chris Clements,-134,109,0.5726495726495726,0.4784688995215311,-136,111,2,-2,0.09418067312804151,UFC 186: Johnson vs Horiguchi ,Synthetic,1,1,0,0
Jessica Rakoczy,Valerie Letourneau,107,-132,0.4830917874396135,0.5689655172413793,137,-162,-30,30,0.08587372980176583,UFC 186: Johnson vs Horiguchi ,Synthetic,0,1,0,0
Randa Markos,Aisling Daly,147,-183,0.4048582995951417,0.6466431095406361,176,-212,-29,29,0.2417848099454944,UFC 186: Johnson vs Horiguchi ,Synthetic,0,0,0,0
Lyoto Machida,Luke Rockhold,-261,205,0.7229916897506925,0.32786885245901637,-249,193,-12,12,0.39512283729167613,UFC on FOX: Machida vs Rockhold ,Synthetic,1,0,1,0
Jacare Souza,Chris Camozzi,-174,140,0.635036496350365,0.4166666666666667,-203,169,29,-29,0.21836982968369828,UFC on FOX: Machida vs Rockhold ,Synthetic,1,0,0,0
Cub Swanson,Max Holloway,-162,131,0.6183206106870229,0.4329004329004329,-175,144,13,-13,0.18542017778659003,UFC on FOX: Machida vs Rockhold ,Synthetic,1,0,0,0
Felice Herrig,Paige VanZant,-339,259,0.7722095671981777,0.2785515320334262,-311,231,-28,28,0.4936580351647515,UFC on FOX: Machida vs Rockhold ,Synthetic,1,0,1,0
Jim Miller,Beneil Dariush,220,-281,0.3125,0.7375328083989501,221,-282,-1,1,0.4250328083989501,UFC on FOX: Machida vs Rockhold ,Synthetic,0,0,1,0
Ovince Saint Preux,Patrick Cummins,-304,236,0.7524752475247525,0.2976190476190476,-278,210,-26,26,0.45485619990570486,UFC on FOX: Machida vs Rockhold ,Synthetic,1,0,1,0
Corey Anderson,Gian Villante,273,-359,0.2680965147453083,0.7821350762527233,259,-345,14,-14,0.514038561507415,UFC on FOX: Machida vs Rockhold ,Synthetic,0,0,1,0
Takeya Mizugaki,Aljamain Sterling,-348,266,0.7767857142857143,0.273224043715847,-329,247,-19,19,0.5035616705698673,UFC on FOX: Machida vs Rockhold ,Synthetic,1,0,1,0
George Sullivan,Tim Means,172,-215,0.36764705882352944,0.6825396825396826,182,-225,-10,10,0.3148926237161531,UFC on FOX: Machida vs Rockhold ,Synthetic,0,0,0,0
Diego Brandao,Jimy Hettes,224,-287,0.30864197530864196,0.7416020671834626,224,-287,0,0,0.4329600918748206,UFC on FOX: Machida vs Rockhold ,Synthetic,0,0,1,0
Eddie Gordon,Chris Dempsey,-344,263,0.7747747747747747,0.27548209366391185,-366,285,22,-22,0.4992926811108629,UFC on FOX: Machida vs Rockhold ,Synthetic,1,0,1,0
Gabriel Gonzaga,Mirko Filipovic,-351,268,0.7782705099778271,0.2717391304347826,-354,271,3,-3,0.5065313795430445,UFC Fight Night: Gonzaga vs Cro Cop 2 ,Synthetic,1,0,1,0
Jimi Manuwa,Jan Blachowicz,-375,283,0.7894736842105263,0.26109660574412535,-356,264,-19,19,0.528377078466401,UFC Fight Night: Gonzaga vs Cro Cop 2 ,Synthetic,1,0,1,0
Pawel Pawlak,Sheldon Westcott,177,-222,0.36101083032490977,0.6894409937888198,179,-224,-2,2,0.3284301634639101,UFC Fight Night: Gonzaga vs Cro Cop 2 ,Synthetic,0,0,0,0
Joanne Wood,Maryna Moroz,253,-330,0.28328611898017,0.7674418604651163,242,-319,11,-11,0.48415574148494633,UFC Fight Night: Gonzaga vs Cro Cop 2 ,Synthetic,0,0,1,0
Seth Baczynski,Leon Edwards,-287,224,0.7416020671834626,0.30864197530864196,-277,214,-10,10,0.4329600918748206,UFC Fight Night: Gonzaga vs Cro Cop 2 ,Synthetic,1,0,1,0
Bartosz Fabinski,Garreth McLellan,-259,204,0.7214484679665738,0.32894736842105265,-248,193,-11,11,0.39250109954552115,UFC Fight Night: Gonzaga vs Cro Cop 2 ,Synthetic,1,0,1,0
Sergio Moraes,Mickael Lebout,-173,140,0.6336996336996337,0.4166666666666667,-179,146,6,-6,0.21703296703296698,UFC Fight Night: Gonzaga vs Cro Cop 2 ,Synthetic,1,0,0,0
Damian Stasiak,Yaotzin Meza,278,-367,0.26455026455026454,0.7858672376873662,303,-392,-25,25,0.5213169731371017,UFC Fight Night: Gonzaga vs Cro Cop 2 ,Synthetic,0,0,1,0
Daniel Omielanczuk,Anthony Hamilton,137,-170,0.4219409282700422,0.6296296296296297,137,-170,0,0,0.20768870135958745,UFC Fight Night: Gonzaga vs Cro Cop 2 ,Synthetic,0,0,0,0
Izabela Badurek,Aleksandra Albu,-159,129,0.6138996138996139,0.4366812227074236,-187,157,28,-28,0.1772183911921903,UFC Fight Night: Gonzaga vs Cro Cop 2 ,Synthetic,1,0,0,0
Marcin Bandel,Stevie Ray,120,-148,0.45454545454545453,0.5967741935483871,108,-136,12,-12,0.1422287390029326,UFC Fight Night: Gonzaga vs Cro Cop 2 ,Synthetic,0,0,0,0
Taylor Lapilus,Rocky Lee,-283,221,0.7389033942558747,0.3115264797507788,-304,242,21,-21,0.4273769145050959,UFC Fight Night: Gonzaga vs Cro Cop 2 ,Synthetic,1,0,1,0
Chad Mendes,Ricardo Lamas,207,-263,0.3257328990228013,0.7245179063360881,177,-233,30,-30,0.39878500731328687,UFC Fight Night: Mendes vs Lamas ,Synthetic,0,0,1,0
Jorge Masvidal,Al Iaquinta,-354,270,0.7797356828193832,0.2702702702702703,-350,266,-4,4,0.5094654125491129,UFC Fight Night: Mendes vs Lamas ,Synthetic,1,0,1,0
Michael Chiesa,Mitch Clarke,210,-267,0.3225806451612903,0.7275204359673024,225,-282,-15,15,0.4049397908060121,UFC Fight Night: Mendes vs Lamas ,Synthetic,0,0,1,0
Julianna Pena,Milana Dudieva,-365,277,0.7849462365591398,0.26525198938992045,-360,272,-5,5,0.5196942471692193,UFC Fight Night: Mendes vs Lamas ,Synthetic,1,0,1,0
Clay Guida,Robert Peralta,-169,137,0.6282527881040892,0.4219409282700422,-156,124,-13,13,0.20631185983404704,UFC Fight Night: Mendes vs Lamas ,Synthetic,1,0,0,0
Dustin Poirier,Diego Ferreira,241,-312,0.2932551319648094,0.7572815533980582,250,-321,-9,9,0.46402642143324885,UFC Fight Night: Mendes vs Lamas ,Synthetic,0,0,1,0
Liz Carmouche,Lauren Murphy,261,-342,0.2770083102493075,0.7737556561085973,288,-369,-27,27,0.4967473458592898,UFC Fight Night: Mendes vs Lamas ,Synthetic,0,0,1,0
Gray Maynard,Alexander Yakovlev,-295,229,0.7468354430379747,0.303951367781155,-270,204,-25,25,0.44288407525681966,UFC Fight Night: Mendes vs Lamas ,Synthetic,1,0,1,0
Shamil Abdurakhimov,Timothy Johnson,295,-393,0.25316455696202533,0.7971602434077079,325,-423,-30,30,0.5439956864456825,UFC Fight Night: Mendes vs Lamas ,Synthetic,0,0,1,0
Ron Stallings,Justin Jones,270,-355,0.2702702702702703,0.7802197802197802,290,-375,-20,20,0.5099495099495099,UFC Fight Night: Mendes vs Lamas ,Synthetic,0,0,1,0
Demian Maia,Ryan LaFlare,168,-210,0.373134328358209,0.6774193548387096,181,-223,-13,13,0.30428502648050065,UFC Fight Night: Maia vs LaFlare ,Synthetic,0,0,0,0
Erick Silva,Josh Koscheck,162,-202,0.3816793893129771,0.6688741721854304,174,-214,-12,12,0.2871947828724533,UFC Fight Night: Maia vs LaFlare ,Synthetic,0,0,0,0
Leonardo Santos,Anthony Rocco Martin,227,-291,0.3058103975535168,0.7442455242966752,217,-281,10,-10,0.43843512674315843,UFC Fight Night: Maia vs LaFlare ,Synthetic,0,0,1,0
Amanda Nunes,Shayna Baszler,107,-132,0.4830917874396135,0.5689655172413793,111,-136,-4,4,0.08587372980176583,UFC Fight Night: Maia vs LaFlare ,Synthetic,0,1,0,0
Gilbert Burns,Alex Oliveira,189,-238,0.3460207612456747,0.7041420118343196,214,-263,-25,25,0.35812125058864486,UFC Fight Night: Maia vs LaFlare ,Synthetic,0,0,1,0
Godofredo Pepey,Andre Fili,-351,268,0.7782705099778271,0.2717391304347826,-323,240,-28,28,0.5065313795430445,UFC Fight Night: Maia vs LaFlare ,Synthetic,1,0,1,0
Francisco Trinaldo,Akbarh Arreola,-287,224,0.7416020671834626,0.30864197530864196,-282,219,-5,5,0.4329600918748206,UFC Fight Night: Maia vs LaFlare ,Synthetic,1,0,1,0
Edimilson Souza,Katsunori Kikuno,-356,271,0.7807017543859649,0.2695417789757412,-332,247,-24,24,0.5111599754102236,UFC Fight Night: Maia vs LaFlare ,Synthetic,1,0,1,0
Leandro Silva,Drew Dober,-309,239,0.7555012224938875,0.2949852507374631,-287,217,-22,22,0.4605159717564244,UFC Fight Night: Maia vs LaFlare ,Synthetic,1,0,1,0
Leonardo Mafra,Cain Carrizosa,-326,251,0.7652582159624414,0.2849002849002849,-322,247,-4,4,0.48035793106215646,UFC Fight Night: Maia vs LaFlare ,Synthetic,1,0,1,0
Jorge de Oliveira,Christos Giagos,262,-343,0.27624309392265195,0.7742663656884876,290,-371,-28,28,0.49802327176583566,UFC Fight Night: Maia vs LaFlare ,Synthetic,0,0,1,0
Bentley Syler,Fredy Serrano,-243,192,0.7084548104956269,0.3424657534246575,-229,178,-14,14,0.36598905707096935,UFC Fight Night: Maia vs LaFlare ,Synthetic,1,0,1,0
Anthony Pettis,Rafael Dos Anjos,-210,168,0.6774193548387096,0.373134328358209,-214,172,4,-4,0.30428502648050065,UFC 185: Pettis vs Dos Anjos ,Synthetic,1,0,0,0
Carla Esparza,Joanna Jedrzejczyk,-226,180,0.6932515337423313,0.35714285714285715,-212,166,-14,14,0.33610867659947413,UFC 185: Pettis vs Dos Anjos ,Synthetic,1,0,0,0
Johny Hendricks,Matt Brown,149,-185,0.40160642570281124,0.6491228070175439,128,-164,21,-21,0.24751638131473264,UFC 185: Pettis vs Dos Anjos ,Synthetic,0,0,0,0
Roy Nelson,Alistair Overeem,152,-189,0.3968253968253968,0.6539792387543253,168,-205,-16,16,0.2571538419289285,UFC 185: Pettis vs Dos Anjos ,Synthetic,0,0,0,0
Chris Cariaso,Henry Cejudo,240,-310,0.29411764705882354,0.7560975609756098,219,-289,21,-21,0.4619799139167862,UFC 185: Pettis vs Dos Anjos ,Synthetic,0,0,1,0
Ross Pearson,Sam Stout,193,-244,0.3412969283276451,0.7093023255813954,214,-265,-21,21,0.3680053972537503,UFC 185: Pettis vs Dos Anjos ,Synthetic,0,0,1,0
Elias Theodorou,Roger Narvaez,233,-300,0.3003003003003003,0.75,244,-311,-11,11,0.4496996996996997,UFC 185: Pettis vs Dos Anjos ,Synthetic,0,0,1,0
Daron Cruickshank,Beneil Dariush,-354,270,0.7797356828193832,0.2702702702702703,-367,283,13,-13,0.5094654125491129,UFC 185: Pettis vs Dos Anjos ,Synthetic,1,0,1,0
Jared Rosholt,Josh Copeland,-369,279,0.7867803837953091,0.2638522427440633,-384,294,15,-15,0.5229281410512459,UFC 185: Pettis vs Dos Anjos ,Synthetic,1,0,1,0
Sergio Pettis,Ryan Benoit,222,-284,0.3105590062111801,0.7395833333333334,251,-313,-29,29,0.42902432712215327,UFC 185: Pettis vs Dos Anjos ,Synthetic,0,0,1,0
Jake Lindsey,Joe Duffy,201,-255,0.33222591362126247,0.7183098591549296,203,-257,-2,2,0.38608394553366715,UFC 185: Pettis vs Dos Anjos ,Synthetic,0,0,1,0
Larissa Pacheco,Germaine de Randamie,-241,191,0.7067448680351907,0.3436426116838488,-249,199,8,-8,0.36310225635134186,UFC 185: Pettis vs Dos Anjos ,Synthetic,1,0,1,0
Ronda Rousey,Cat Zingano,-276,216,0.7340425531914894,0.31645569620253167,-261,201,-15,15,0.4175868569889577,UFC 184: Rousey vs Zingano ,Synthetic,1,0,1,0
Raquel Pennington,Holly Holm,-193,155,0.658703071672355,0.39215686274509803,-166,128,-27,27,0.26654620892725694,UFC 184: Rousey vs Zingano ,Synthetic,1,0,0,0
Jake Ellenberger,Josh Koscheck,149,-185,0.40160642570281124,0.6491228070175439,164,-200,-15,15,0.24751638131473264,UFC 184: Rousey vs Zingano ,Synthetic,0,0,0,0
Alan Jouban,Richard Walsh,-345,264,0.7752808988764045,0.27472527472527475,-370,289,25,-25,0.5005556241511298,UFC 184: Rousey vs Zingano ,Synthetic,1,0,1,0
Tony Ferguson,Gleison Tibau,-243,192,0.7084548104956269,0.3424657534246575,-239,188,-4,4,0.36598905707096935,UFC 184: Rousey vs Zingano ,Synthetic,1,0,1,0
Mark Munoz,Roan Carneiro,290,-385,0.2564102564102564,0.7938144329896907,277,-372,13,-13,0.5374041765794343,UFC 184: Rousey vs Zingano ,Synthetic,0,0,1,0
Roman Salazar,Norifumi Yamamoto,215,-274,0.31746031746031744,0.732620320855615,205,-264,10,-10,0.41516000339529757,UFC 184: Rousey vs Zingano ,Synthetic,0,0,1,0
Dhiego Lima,Tim Means,224,-287,0.30864197530864196,0.7416020671834626,229,-292,-5,5,0.4329600918748206,UFC 184: Rousey vs Zingano ,Synthetic,0,0,1,0
Derrick Lewis,Ruan Potts,-309,239,0.7555012224938875,0.2949852507374631,-313,243,4,-4,0.4605159717564244,UFC 184: Rousey vs Zingano ,Synthetic,1,0,1,0
James Krause,Valmir Lazaro,214,-273,0.3184713375796178,0.7319034852546917,237,-296,-23,23,0.4134321476750739,UFC 184: Rousey vs Zingano ,Synthetic,0,0,1,0
Masio Fullen,Alex Torres,280,-370,0.2631578947368421,0.7872340425531915,281,-371,-1,1,0.5240761478163494,UFC 184: Rousey vs Zingano ,Synthetic,0,0,1,0
Antonio Silva,Frank Mir,-301,234,0.7506234413965087,0.2994011976047904,-300,233,-1,1,0.4512222437917183,UFC Fight Night: Bigfoot vs Mir ,Synthetic,1,0,1,0
Edson Barboza,Michael Johnson,-298,231,0.7487437185929648,0.3021148036253776,-290,223,-8,8,0.4466289149675872,UFC Fight Night: Bigfoot vs Mir ,Synthetic,1,0,1,0
Cezar Ferreira,Sam Alvey,212,-270,0.32051282051282054,0.7297297297297297,207,-265,5,-5,0.4092169092169092,UFC Fight Night: Bigfoot vs Mir ,Synthetic,0,0,1,0
Rustam Khabilov,Adriano Martins,-277,217,0.7347480106100795,0.31545741324921134,-282,222,5,-5,0.4192905973608682,UFC Fight Night: Bigfoot vs Mir ,Synthetic,1,0,1,0
Iuri Alcantara,Frankie Saenz,269,-353,0.27100271002710025,0.7792494481236203,277,-361,-8,8,0.5082467380965201,UFC Fight Night: Bigfoot vs Mir ,Synthetic,0,0,1,0
Santiago Ponzinibbio,Sean Strickland,-175,141,0.6363636363636364,0.4149377593360996,-191,157,16,-16,0.22142587702753674,UFC Fight Night: Bigfoot vs Mir ,Synthetic,1,0,0,0
Jessica Andrade,Marion Reneau,257,-335,0.2801120448179272,0.7701149425287356,286,-364,-29,29,0.4900028977108084,UFC Fight Night: Bigfoot vs Mir ,Synthetic,0,0,1,0
William Macario,Matt Dwyer,-240,190,0.7058823529411765,0.3448275862068966,-248,198,8,-8,0.36105476673427994,UFC Fight Night: Bigfoot vs Mir ,Synthetic,1,0,1,0
Tiago dos Santos e Silva,Mike de la Torre,140,-174,0.4166666666666667,0.635036496350365,166,-200,-26,26,0.21836982968369828,UFC Fight Night: Bigfoot vs Mir ,Synthetic,0,0,0,0
Douglas Silva de Andrade,Cody Gibson,177,-222,0.36101083032490977,0.6894409937888198,164,-209,13,-13,0.3284301634639101,UFC Fight Night: Bigfoot vs Mir ,Synthetic,0,0,0,0
Ivan Jorge,Josh Shockley,-399,299,0.7995991983967936,0.2506265664160401,-397,297,-2,2,0.5489726319807535,UFC Fight Night: Bigfoot vs Mir ,Synthetic,1,0,1,0
Benson Henderson,Brandon Thatch,-163,132,0.6197718631178707,0.43103448275862066,-173,142,10,-10,0.18873738035925003,UFC Fight Night: Henderson vs Thatch ,Synthetic,1,0,0,0
Max Holloway,Cole Miller,251,-326,0.2849002849002849,0.7652582159624414,227,-302,24,-24,0.48035793106215646,UFC Fight Night: Henderson vs Thatch ,Synthetic,0,0,1,0
Neil Magny,Kiichi Kunimoto,-144,117,0.5901639344262295,0.4608294930875576,-146,119,2,-2,0.1293344413386719,UFC Fight Night: Henderson vs Thatch ,Synthetic,1,0,0,0
Daniel Kelly,Patrick Walsh,-379,286,0.791231732776618,0.25906735751295334,-373,280,-6,6,0.5321643752636647,UFC Fight Night: Henderson vs Thatch ,Synthetic,1,0,1,0
Michel Prazeres,Kevin Lee,184,-232,0.352112676056338,0.6987951807228916,199,-247,-15,15,0.3466825046665536,UFC Fight Night: Henderson vs Thatch ,Synthetic,0,0,0,0
