fighter1_name,fighter2_name,event_date,f1_avg_search_7d,f1_avg_search_30d,f1_peak_search_7d,f1_trend_direction,f2_avg_search_7d,f2_avg_search_30d,f2_peak_search_7d,f2_trend_direction,combined_buzz_7d,combined_buzz_30d,max_peak_search,buzz_differential
Anthony Johnson,Jimi Manuwa,2025-11-16 18:29:24.208251,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jan Blachowicz,Corey Anderson,2025-04-04 18:29:24.239499,25.0,25.0,30,0,7.0,9.75,7,-1,32.0,34.75,30,18.0
Paige VanZant,Alex Chambers,2025-04-18 18:29:24.272011,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Ross Pearson,Paul Felder,2025-10-31 18:29:24.305286,24.0,32.5,24,-1,25.0,25.0,30,0,49.0,57.5,30,1.0
Francisco Rivera,John Lineker,2025-08-31 18:29:24.337183,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jessica Andrade,Raquel Pennington,2025-05-15 18:29:24.373176,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Clay Collard,Tiago dos Santos e Silva,2025-10-05 18:29:24.403255,25.0,25.0,30,0,4.0,11.4,4,-1,29.0,36.4,30,21.0
Joe Riggs,Ron Stallings,2025-07-07 18:29:24.432836,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Joaquim Silva,Nazareno Malegarie,2024-12-18 18:29:24.465223,25.0,25.0,30,0,8.0,7.25,8,1,33.0,32.25,30,17.0
Max Holloway,Charles Oliveira,2025-01-12 18:29:24.504945,25.0,25.0,30,0,60.0,42.8,60,1,85.0,67.8,60,35.0
Neil Magny,Erick Silva,2025-07-06 18:29:24.531558,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Patrick Cote,Joshua Burkman,2025-12-05 18:29:24.564460,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Chad Laprise,Francisco Trinaldo,2025-10-19 18:29:24.599487,25.0,25.0,30,0,37.0,46.2,37,1,62.0,71.2,37,12.0
Olivier Aubin-Mercier,Tony Sims,2025-03-09 18:29:24.635112,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Maryna Moroz,Valerie Letourneau,2025-12-04 18:29:24.667483,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Sam Stout,Frankie Perez,2025-09-07 18:29:24.698669,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Yves Jabouin,Felipe Arantes,2025-09-20 18:29:24.732102,4.0,6.0,4,-1,25.0,25.0,30,0,29.0,31.0,30,21.0
Marcos Rogerio de Lima,Nikita Krylov,2025-09-30 18:29:24.768322,33.0,22.5,33,1,25.0,25.0,30,0,58.0,47.5,33,8.0
Chris Kelades,Chris Beal,2025-09-25 18:29:24.800167,25.0,25.0,30,0,33.0,24.75,33,1,58.0,49.75,33,8.0
Shane Campbell,Elias Silverio,2025-05-29 18:29:24.835220,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Misha Cirkunov,Daniel Jolly,2025-09-25 18:29:24.871706,25.0,25.0,30,0,39.0,25.0,39,1,64.0,50.0,39,14.0
Glover Teixeira,Ovince Saint Preux,2024-12-27 18:29:24.902543,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Michael Johnson,Beneil Dariush,2025-10-27 18:29:24.926030,42.0,36.0,42,-1,25.0,25.0,30,0,67.0,61.0,42,17.0
Derek Brunson,Sam Alvey,2025-06-17 18:29:24.964400,36.0,25.5,36,1,25.0,25.0,30,0,61.0,50.5,36,11.0
Jared Rosholt,Timothy Johnson,2025-04-24 18:29:25.002569,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Sara McMann,Amanda Nunes,2025-06-03 18:29:25.036106,25.0,25.0,30,0,19.0,18.0,19,1,44.0,43.0,30,6.0
Ray Borg,Geane Herrera,2025-11-11 18:29:25.073110,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Uriah Hall,Oluwale Bamgbose,2025-04-18 18:29:25.109300,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Chris Camozzi,Tom Watson,2025-03-12 18:29:25.139736,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Dustin Ortiz,Willie Gates,2025-05-13 18:29:25.169703,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Frankie Saenz,Sirwan Kakai,2025-06-25 18:29:25.204781,37.0,49.0,37,-1,25.0,25.0,30,0,62.0,74.0,37,12.0
Chris Dempsey,Jonathan Wilson,2025-08-24 18:29:25.240865,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Marlon Vera,Roman Salazar,2025-12-02 18:29:25.274046,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Anthony Christodoulou,Scott Holtzman,2025-09-26 18:29:25.308204,43.0,40.5,43,-1,12.0,14.25,12,-1,55.0,54.75,43,31.0
Ronda Rousey,Bethe Correia,2024-12-15 18:29:25.347211,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Mauricio Rua,Rogerio Nogueira,2025-04-13 18:29:25.383939,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Glaico Franca Moreira,Fernando Bruno,2025-02-13 18:29:25.419229,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Reginaldo Vieira,Dileno Lopes,2025-09-09 18:29:25.455579,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Stefan Struve,Antonio Rodrigo Nogueira,2025-03-12 18:29:25.486795,25.0,25.0,30,0,9.0,10.25,9,1,34.0,35.25,30,16.0
Antonio Silva,Soa Palelei,2025-02-27 18:29:25.525328,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Claudia Gadelha,Jessica Aguilar,2025-06-20 18:29:25.563018,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Demian Maia,Neil Magny,2025-09-24 18:29:25.596453,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Rafael Cavalcante,Patrick Cummins,2025-08-28 18:29:25.635189,9.0,12.0,9,-1,25.0,25.0,30,0,34.0,37.0,30,16.0
Warlley Alves,Nordine Taleb,2025-11-22 18:29:25.672554,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Iuri Alcantara,Leandro Issa,2025-06-29 18:29:25.698691,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Vitor Miranda,Clint Hester,2025-04-21 18:29:25.725315,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Hugo Viana,Guido Cannetti,2025-01-07 18:29:25.754402,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
TJ Dillashaw,Renan Barao,2025-08-03 18:29:25.789688,25.0,25.0,30,0,12.0,18.8,12,-1,37.0,43.8,30,13.0
Miesha Tate,Jessica Eye,2025-08-09 18:29:25.829488,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Edson Barboza,Paul Felder,2025-04-11 18:29:25.864600,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Joe Lauzon,Takanori Gomi,2025-01-28 18:29:25.900137,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Gian Villante,Tom Lawlor,2025-02-23 18:29:25.936437,14.0,26.4,14,-1,25.0,25.0,30,0,39.0,51.4,30,11.0
Jim Miller,Danny Castillo,2025-02-07 18:29:25.968108,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Kenny Robertson,Ben Saunders,2025-04-23 18:29:25.996898,8.0,8.5,8,-1,31.0,31.5,31,-1,39.0,40.0,31,23.0
Eddie Wineland,Bryan Caraway,2025-08-04 18:29:26.033461,25.0,25.0,30,0,10.0,8.8,10,1,35.0,33.8,30,15.0
Daron Cruickshank,James Krause,2025-01-21 18:29:26.066806,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Ramsey Nijem,Andrew Holbrook,2025-05-05 18:29:26.098639,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jessamyn Duke,Elizabeth Phillips,2025-12-04 18:29:26.132653,22.0,19.0,22,-1,34.0,28.25,34,-1,56.0,47.25,34,12.0
Zak Cummings,Dominique Steele,2025-11-20 18:29:26.169056,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Michael Bisping,Thales Leites,2025-11-25 18:29:26.196182,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Ross Pearson,Evan Dunham,2025-05-15 18:29:26.230324,44.0,36.25,44,1,25.0,25.0,30,0,69.0,61.25,44,19.0
Joe Duffy,Ivan Jorge,2025-05-14 18:29:26.265614,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Joanne Wood,Cortney Casey,2025-10-08 18:29:26.298306,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Leon Edwards,Pawel Pawlak,2025-06-04 18:29:26.335002,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Stevie Ray,Leonardo Mafra,2025-06-18 18:29:26.369362,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Paddy Holohan,Vaughan Lee,2025-01-08 18:29:26.403550,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Ilir Latifi,Hans Stringer,2025-10-27 18:29:26.441429,6.0,14.8,6,-1,25.0,25.0,30,0,31.0,39.8,30,19.0
Mickael Lebout,Teemu Packalen,2025-06-06 18:29:26.481392,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Robert Whiteford,Paul Redmond,2025-10-04 18:29:26.514964,25.0,25.0,30,0,20.0,20.0,20,-1,45.0,45.0,30,5.0
Marcus Brimage,Jimmie Rivera,2025-07-05 18:29:26.554825,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Daniel Omielanczuk,Chris de la Rocha,2025-10-18 18:29:26.590660,25.0,25.0,30,0,17.0,17.25,17,-1,42.0,42.25,30,8.0
Frank Mir,Todd Duffee,2025-05-30 18:29:26.625900,31.0,19.75,31,1,25.0,25.0,30,0,56.0,44.75,31,6.0
Josh Thomson,Tony Ferguson,2024-12-21 18:29:26.658975,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Holly Holm,Marion Reneau,2025-11-09 18:29:26.691656,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Scott Jorgensen,Manvel Gamburyan,2025-05-24 18:29:26.719250,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Kevin Lee,James Moontasri,2025-02-15 18:29:26.748733,13.0,15.5,13,1,25.0,25.0,30,0,38.0,40.5,30,12.0
Alan Jouban,Matt Dwyer,2025-02-17 18:29:26.785317,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Sam Sicilia,Yaotzin Meza,2025-11-07 18:29:26.818517,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jessica Andrade,Sarah Moras,2025-08-10 18:29:26.854912,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Rani Yahya,Masanori Kanehara,2025-06-26 18:29:26.891814,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Igor Araujo,Sean Strickland,2025-04-03 18:29:26.928641,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Kevin Casey,Ildemar Alcantara,2024-12-16 18:29:26.966858,25.0,25.0,30,0,8.0,12.0,8,1,33.0,37.0,30,17.0
Andrew Craig,Lyman Good,2025-07-12 18:29:27.002013,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jake Ellenberger,Stephen Thompson,2025-05-11 18:29:27.037500,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Kamaru Usman,Hayder Hassan,2025-06-13 18:29:27.072480,25.0,25.0,30,0,14.0,13.5,14,-1,39.0,38.5,30,11.0
Michael Graves,Vicente Luque,2025-10-25 18:29:27.112143,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jorge Masvidal,Cezar Ferreira,2025-08-24 18:29:27.143352,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Angela Magana,Michelle Waterson-Gomez,2025-10-17 18:29:27.182414,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Maximo Blanco,Mike de la Torre,2025-01-16 18:29:27.214335,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Josh Samman,Caio Magalhaes,2025-07-04 18:29:27.247386,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Russell Doane,Jerrod Sanders,2025-02-07 18:29:27.279174,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Dan Miller,Trevor Smith,2025-02-07 18:29:27.312235,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
George Sullivan,Dominic Waters,2025-01-17 18:29:27.348391,25.0,25.0,30,0,11.0,9.75,11,-1,36.0,34.75,30,14.0
Darrell Montague,Willie Gates,2025-08-11 18:29:27.384309,43.0,45.4,43,-1,25.0,25.0,30,0,68.0,70.4,43,18.0
Chad Mendes,Conor McGregor,2025-07-20 18:29:27.420288,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Robbie Lawler,Rory MacDonald,2025-01-20 18:29:27.456631,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Dennis Bermudez,Jeremy Stephens,2025-03-18 18:29:27.488342,9.0,7.25,9,1,25.0,25.0,30,0,34.0,32.25,30,16.0
Gunnar Nelson,Brandon Thatch,2025-10-25 18:29:27.526591,25.0,25.0,30,0,2.0,3.75,2,-1,27.0,28.75,30,23.0
Brad Pickett,Thomas Almeida,2025-04-22 18:29:27.566933,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Matt Brown,Tim Means,2025-08-21 18:29:27.599754,25.0,25.0,30,0,22.0,19.25,22,1,47.0,44.25,30,3.0
Mike Swick,Alex Garcia,2025-11-24 18:29:27.632913,11.0,26.8,11,-1,25.0,25.0,30,0,36.0,51.8,30,14.0
Cathal Pendred,John Howard,2025-08-27 18:29:27.661317,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Cody Garbrandt,Henry Briones,2025-01-06 18:29:27.699678,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Neil Seery,Louis Smolka,2025-09-08 18:29:27.726474,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Yosdenis Cedeno,Cody Pfister,2025-01-08 18:29:27.754012,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Lyoto Machida,Yoel Romero,2025-03-02 18:29:27.783708,25.0,25.0,30,0,29.0,32.6,29,1,54.0,57.6,30,4.0
Santiago Ponzinibbio,Lorenz Larkin,2025-03-03 18:29:27.810264,25.0,25.0,30,0,12.0,11.4,12,-1,37.0,36.4,30,13.0
Antonio Carlos Junior,Eddie Gordon,2025-09-16 18:29:27.836021,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Thiago Santos,Steve Bosse,2025-07-22 18:29:27.871191,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Hacran Dias,Levan Makashvili,2024-12-26 18:29:27.907614,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Alex Oliveira,Joe Merritt,2025-04-27 18:29:27.942609,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Leandro Silva,Lewis Gonzalez,2025-06-20 18:29:27.978824,25.0,25.0,30,0,28.0,27.5,28,-1,53.0,52.5,30,3.0
Steve Montgomery,Tony Sims,2025-03-06 18:29:28.007836,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Danny Martinez,Sirwan Kakai,2025-04-30 18:29:28.042043,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Joanna Jedrzejczyk,Jessica Penne,2025-01-22 18:29:28.076747,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Dennis Siver,Tatsuya Kawajiri,2025-09-09 18:29:28.109994,25.0,25.0,30,0,46.0,37.0,46,1,71.0,62.0,46,21.0
Peter Sobotta,Steve Kennedy,2025-07-05 18:29:28.144294,10.0,9.25,10,-1,17.0,20.75,17,1,27.0,30.0,17,7.0
Nick Hein,Lukasz Sajewski,2025-08-24 18:29:28.180545,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Makwan Amirkhani,Masio Fullen,2025-06-18 18:29:28.214046,18.0,36.5,18,-1,25.0,25.0,30,0,43.0,61.5,30,7.0
Mairbek Taisumov,Alan Patrick,2025-06-29 18:29:28.248330,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Alan Omer,Arnold Allen,2025-11-25 18:29:28.284484,25.0,25.0,30,0,12.0,13.75,12,-1,37.0,38.75,30,13.0
Niklas Backstrom,Noad Lahat,2025-06-01 18:29:28.323078,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Scott Askham,Antonio Dos Santos,2025-08-17 18:29:28.357548,6.0,10.4,6,-1,25.0,25.0,30,0,31.0,35.4,30,19.0
Piotr Hallmann,Magomed Mustafaev,2024-12-25 18:29:28.389199,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Taylor Lapilus,Yuta Sasaki,2025-02-23 18:29:28.421171,25.0,25.0,30,0,9.0,7.8,9,1,34.0,32.8,30,16.0
Cain Velasquez,Fabricio Werdum,2025-09-21 18:29:28.455072,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Gilbert Melendez,Eddie Alvarez,2024-12-31 18:29:28.488554,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Kelvin Gastelum,Nate Marquardt,2025-07-03 18:29:28.523783,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Yair Rodriguez,Charles Rosa,2025-11-14 18:29:28.558000,25.0,25.0,30,0,27.0,28.75,27,-1,52.0,53.75,30,2.0
Tecia Pennington,Angela Hill,2025-06-07 18:29:28.599877,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Henry Cejudo,Chico Camus,2025-04-24 18:29:28.637077,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Efrain Escudero,Drew Dober,2025-08-27 18:29:28.668449,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Alejandro Perez,Patrick Williams,2025-03-17 18:29:28.705822,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Francisco Trevino,Johnny Case,2025-09-21 18:29:28.739800,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Augusto Montano,Cathal Pendred,2025-06-08 18:29:28.770796,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Gabriel Benitez,Clay Collard,2025-07-28 18:29:28.801690,43.0,40.0,43,1,25.0,25.0,30,0,68.0,65.0,43,18.0
Tim Boetsch,Dan Henderson,2025-07-27 18:29:28.843369,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Ben Rothwell,Matt Mitrione,2025-11-26 18:29:28.879622,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Dustin Poirier,Yancy Medeiros,2025-12-04 18:29:28.906353,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Thiago Tavares,Brian Ortega,2025-05-30 18:29:28.947943,29.0,20.5,29,-1,27.0,23.75,27,-1,56.0,44.25,29,2.0
Joe Soto,Anthony Birchak,2025-07-29 18:29:28.991540,16.0,20.0,16,-1,25.0,25.0,30,0,41.0,45.0,30,9.0
Francisco Rivera,Alex Caceres,2025-10-01 18:29:29.018350,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Shawn Jordan,Derrick Lewis,2025-08-10 18:29:29.055850,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Brian Ebersole,Omari Akhmedov,2025-05-07 18:29:29.085599,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Chris Wade,Christos Giagos,2025-05-25 18:29:29.117343,25.0,17.6,25,-1,25.0,25.0,30,0,50.0,42.6,30,0.0
Joe Proctor,Justin Edwards,2025-11-28 18:29:29.155702,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Ricardo Abreu,Jake Collier,2025-01-08 18:29:29.188358,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jose Quinonez,Leonardo Morales,2025-03-31 18:29:29.214114,25.0,25.0,30,0,6.0,9.6,6,1,31.0,34.6,30,19.0
Carlos Condit,Thiago Alves,2025-01-05 18:29:29.244944,55.0,39.8,55,1,19.0,17.4,19,1,74.0,57.199999999999996,55,36.0
Nik Lentz,Charles Oliveira,2025-08-15 18:29:29.286053,25.0,25.0,30,0,46.0,44.75,46,1,71.0,69.75,46,21.0
KJ Noons,Alex Oliveira,2025-07-22 18:29:29.324739,22.0,18.5,22,1,25.0,25.0,30,0,47.0,43.5,30,3.0
Francimar Barroso,Ryan Jimmo,2025-10-19 18:29:29.356798,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Francisco Trinaldo,Norman Parke,2025-10-28 18:29:29.390092,45.0,49.0,45,-1,25.0,25.0,30,0,70.0,74.0,45,20.0
Wendell Oliveira Marques,Darren Till,2025-08-24 18:29:29.422752,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Rony Jason,Damon Jackson,2025-11-25 18:29:29.461480,25.0,25.0,30,0,28.0,52.0,28,-1,53.0,77.0,30,3.0
Jussier Formiga,Wilson Reis,2025-11-21 18:29:29.495305,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Elizeu Zaleski dos Santos,Nicolas Dalby,2025-03-08 18:29:29.534269,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Lucas Martins,Mirsad Bektic,2024-12-30 18:29:29.565058,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Juliana Lima,Ericka Almeida,2025-05-16 18:29:29.600151,25.0,25.0,30,0,28.0,28.5,28,1,53.0,53.5,30,3.0
Luiz Dutra,Tom Breese,2025-10-12 18:29:29.636409,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Anthony Johnson,Daniel Cormier,2024-12-23 18:29:29.670618,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Chris Weidman,Vitor Belfort,2025-10-28 18:29:29.703217,25.0,25.0,30,0,14.0,25.75,14,-1,39.0,50.75,30,11.0
Donald Cerrone,John Makdessi,2025-03-04 18:29:29.731237,25.0,25.0,30,0,17.0,26.0,17,-1,42.0,51.0,30,8.0
Travis Browne,Andrei Arlovski,2025-04-11 18:29:29.760775,24.0,33.0,24,-1,25.0,25.0,30,0,49.0,58.0,30,1.0
Joseph Benavidez,John Moraga,2025-06-14 18:29:29.796448,47.0,40.5,47,1,30.0,27.75,30,1,77.0,68.25,47,17.0
John Dodson,Zach Makovsky,2025-03-19 18:29:29.829157,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Dong Hyun Kim,Joshua Burkman,2025-09-04 18:29:29.863081,2.0,20.0,2,-1,25.0,25.0,30,0,27.0,45.0,30,23.0
Uriah Hall,Rafael Natal,2025-10-20 18:29:29.894159,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Mike Pyle,Colby Covington,2025-01-10 18:29:29.930457,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Islam Makhachev,Leo Kuntz,2025-11-09 18:29:29.965301,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Justin Scoggins,Josh Sampo,2025-05-14 18:29:29.998844,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Frankie Edgar,Urijah Faber,2025-11-03 18:29:30.038691,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Gegard Mousasi,Constantinos Philippou,2025-08-29 18:29:30.069566,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Mark Munoz,Luke Barnatt,2025-11-27 18:29:30.112282,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Hyun Gyu Lim,Neil Magny,2025-09-29 18:29:30.144316,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Phillipe Nover,Yui Chul Nam,2025-09-06 18:29:30.172687,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Mark Eddiva,Levan Makashvili,2024-12-24 18:29:30.208195,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Tae Hyun Bang,Jon Tuck,2025-04-02 18:29:30.244436,6.0,5.75,6,-1,25.0,25.0,30,0,31.0,30.75,30,19.0
Zhang Lipeng,Kajan Johnson,2025-09-29 18:29:30.282263,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Li Jingliang,Dhiego Lima,2025-07-31 18:29:30.315732,40.0,32.25,40,1,25.0,25.0,30,0,65.0,57.25,40,15.0
Guangyou Ning,Royston Wee,2025-02-19 18:29:30.351438,11.0,12.75,11,-1,25.0,25.0,30,0,36.0,37.75,30,14.0
Roldan Sangcha'an,Jon Delos Reyes,2025-01-17 18:29:30.390654,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Nolan Ticman,Yao Zhikui,2025-03-08 18:29:30.423522,25.0,25.0,30,0,40.0,28.5,40,1,65.0,53.5,40,15.0
Stipe Miocic,Mark Hunt,2025-05-01 18:29:30.456959,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Brad Tavares,Robert Whittaker,2025-11-03 18:29:30.488098,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Anthony Perosh,Sean O'Connell,2025-12-02 18:29:30.520385,32.0,30.5,32,-1,25.0,25.0,30,0,57.0,55.5,32,7.0
Jake Matthews,James Vick,2025-08-18 18:29:30.554736,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Hatsu Hioki,Dan Hooker,2025-01-14 18:29:30.583345,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Kyle Noke,Jonavin Webb,2025-03-21 18:29:30.614200,15.0,18.0,15,1,25.0,25.0,30,0,40.0,43.0,30,10.0
Daniel Kelly,Sam Alvey,2025-06-29 18:29:30.645761,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Bec Rawlings,Lisa Ellis,2025-12-02 18:29:30.679757,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Dylan Andrews,Brad Scott,2025-01-03 18:29:30.714909,42.0,29.0,42,1,25.0,25.0,30,0,67.0,54.0,42,17.0
Alex Chambers,Kailin Curran,2025-02-12 18:29:30.751397,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
